rule_idx	rule	rule_regex	rule_len	hits	scope	confidence
1244	ɹ -> ∅ / X [-C/V, +syllabic, -stress, -consonantal, +sonorant, +continuant, +approximant, -tap, -trill, -nasal, +voice, -spread gl, -constr gl, -LABIAL, -round, -labiodental, -CORONAL, -lateral, +DORSAL, -high, +low, -front, +back] __ [+C/V, -syllabic, -stress, +consonantal, -sonorant, -continuant, -approximant, -tap, -trill, -nasal, -voice, -spread gl, -constr gl, -LABIAL, -round, -labiodental, +CORONAL, -lateral, -DORSAL] X	ɹ -> ∅ / (ɑ) __ (t|t͡ʃ)	429	3.0	3.0	0.8478608772434439
1245	ɹ -> ∅ / X [-C/V, +syllabic, -stress, -consonantal, +sonorant, +continuant, +approximant, -tap, -trill, -nasal, +voice, -spread gl, -constr gl, -labiodental, -CORONAL, -lateral, +DORSAL, -high, -front, +back] __ [+C/V, -syllabic, -stress, +consonantal, -sonorant, -continuant, -delayed release, -approximant, -tap, -trill, -nasal, -spread gl, -constr gl, -LABIAL, -round, -labiodental, -lateral] X	ɹ -> ∅ / (ɑ|ɔ|o) __ (k|ɡ|t|d)	397	7.0	7.0	0.9255078056777428
1246	ɹ -> ∅ / [+begin/end] [+C/V, -syllabic, -stress, +consonantal, -sonorant, -continuant, -delayed release, -approximant, -tap, -trill, -nasal, -voice, -spread gl, -constr gl, -LABIAL, -round, -labiodental, -CORONAL, -lateral, +DORSAL, +high, -low] [-C/V, +syllabic, -stress, -consonantal, +sonorant, +continuant, +approximant, -tap, -trill, -nasal, +voice, -spread gl, -constr gl, -LABIAL, -round, -labiodental, -CORONAL, -lateral, +DORSAL, -high, +low, -front, +back] __ [+C/V, -syllabic, -stress, +consonantal, -sonorant, -continuant, -delayed release, -approximant, -tap, -trill, -nasal, -voice, -spread gl, -constr gl, -LABIAL, -round, -labiodental, +CORONAL, +anterior, -distributed, -strident, -lateral, -DORSAL] [-begin/end]	ɹ -> ∅ / (⋊) (k) (ɑ) __ (t) (⋉)	729	1.0	1.0	0.0
1247	ɹ -> ∅ / X [-C/V, +syllabic, -stress, -consonantal, +sonorant, +continuant, +approximant, -tap, -trill, -nasal, +voice, -spread gl, -constr gl, -labiodental, -CORONAL, -lateral, +DORSAL, -high, -front, +back] __ [+C/V, -syllabic, -stress, +consonantal, -approximant, -tap, -trill, -spread gl, -constr gl, -LABIAL, -round, -labiodental, -lateral] X	ɹ -> ∅ / (ɑ|ɔ|o) __ (ŋ|n|k|ɡ|z|t|ʃ|s|d|θ|ð|d͡ʒ|t͡ʃ)	347	11.0	11.0	0.9505677122585596
1248	ɹ -> ∅ / X [+C/V, -syllabic, -stress, -sonorant, -approximant, -tap, -trill, -nasal, -constr gl, -round, -labiodental, -CORONAL, -lateral] [-C/V, +syllabic, -stress, -consonantal, +sonorant, +continuant, +approximant, -tap, -trill, -nasal, +voice, -spread gl, -constr gl, +LABIAL, +round, -labiodental, -CORONAL, -lateral, +DORSAL, -high, -low, -front, +back, -tense] __ [+C/V, -syllabic, -stress, +consonantal, -sonorant, -approximant, -tap, -trill, -nasal, -spread gl, -constr gl, -LABIAL, -round, -labiodental, +CORONAL, +anterior, -distributed, -lateral, -DORSAL] X	ɹ -> ∅ / (k|ɡ|p|b|h) (ɔ) __ (z|t|s|d)	569	3.0	3.0	0.8478608772434439
1249	ɹ -> ∅ / X [+C/V, -syllabic, -stress, -sonorant, -approximant, -tap, -trill, -nasal, -constr gl, -round, -CORONAL, -lateral, -DORSAL] [-C/V, +syllabic, -stress, -consonantal, +sonorant, +continuant, +approximant, -tap, -trill, -nasal, +voice, -spread gl, -constr gl, +LABIAL, +round, -labiodental, -CORONAL, -lateral, +DORSAL, -high, -low, -front, +back, -tense] __ [+C/V, -syllabic, -stress, +consonantal, -continuant, -approximant, -tap, -trill, -spread gl, -constr gl, -LABIAL, -round, -labiodental, -lateral] X	ɹ -> ∅ / (v|p|f|b|h) (ɔ) __ (ŋ|n|k|ɡ|t|d|d͡ʒ|t͡ʃ)	514	3.0	3.0	0.8478608772434439
1250	ɹ -> ∅ / X [-C/V, +syllabic, -stress, -consonantal, +sonorant, +continuant, +approximant, -tap, -trill, -nasal, +voice, -spread gl, -constr gl, -labiodental, -CORONAL, -lateral, +DORSAL, -high, -front, +back] __ [+C/V, -syllabic, -stress, +consonantal, -approximant, -tap, -trill, -spread gl, -constr gl, -round, -labiodental, -lateral] X	ɹ -> ∅ / (ɑ|ɔ|o) __ (ŋ|n|m|k|ɡ|z|t|ʃ|s|p|d|b|θ|ð|d͡ʒ|t͡ʃ)	338	14.0	14.0	0.9605192135447681
1251	ɹ -> ∅ / X [-C/V, +syllabic, -stress, -consonantal, +sonorant, +continuant, +approximant, -tap, -trill, -nasal, +voice, -spread gl, -constr gl, -labiodental, -CORONAL, -lateral, +DORSAL, -high, -front, +back] __ [+C/V, -syllabic, -stress, +consonantal, -continuant, -approximant, -tap, -trill, +voice, -spread gl, -constr gl, -LABIAL, -round, -labiodental, +CORONAL, +anterior, -distributed, -strident, -lateral, -DORSAL] X	ɹ -> ∅ / (ɑ|ɔ|o) __ (n|d)	423	5.0	5.0	0.900124790564984
1252	ɹ -> ∅ / X [+C/V, -syllabic, -stress, -sonorant, -approximant, -tap, -trill, -nasal, -voice, -constr gl, -LABIAL, -round, -labiodental, -CORONAL, -lateral] [-C/V, +syllabic, -stress, -consonantal, +sonorant, +continuant, +approximant, -tap, -trill, -nasal, +voice, -spread gl, -constr gl, +LABIAL, +round, -labiodental, -CORONAL, -lateral, +DORSAL, -high, -low, -front, +back, -tense] __ [+C/V, -syllabic, -stress, +consonantal, -continuant, -approximant, -tap, -trill, +voice, -spread gl, -constr gl, -LABIAL, -round, -labiodental, +CORONAL, +anterior, -distributed, -strident, -lateral, -DORSAL] X	ɹ -> ∅ / (k|h) (ɔ) __ (n|d)	599	2.0	2.0	0.7915953685536075
1253	ɹ -> ∅ / X [-C/V, +syllabic, -stress, -consonantal, +sonorant, +continuant, +approximant, -tap, -trill, -nasal, +voice, -spread gl, -constr gl, -labiodental, -CORONAL, -lateral, +DORSAL, -high, -front, +back] __ [+C/V, -syllabic, -stress, +consonantal, -sonorant, -continuant, -approximant, -tap, -trill, -nasal, -voice, -spread gl, -constr gl, -LABIAL, -round, -labiodental, -lateral] X	ɹ -> ∅ / (ɑ|ɔ|o) __ (k|t|t͡ʃ)	387	4.0	4.0	0.8795102700976709
1254	ɹ -> ∅ / X [-C/V, +syllabic, -stress, -consonantal, +sonorant, +continuant, +approximant, -tap, -trill, -nasal, +voice, -spread gl, -constr gl, -labiodental, -CORONAL, -lateral, +DORSAL, -high, -front, +back] __ [+C/V, -syllabic, -stress, +consonantal, -sonorant, -continuant, -delayed release, -approximant, -tap, -trill, -nasal, -voice, -spread gl, -constr gl, -LABIAL, -round, -labiodental, -lateral] X	ɹ -> ∅ / (ɑ|ɔ|o) __ (k|t)	405	3.0	3.0	0.8478608772434439
1255	ɹ -> ∅ / X [+C/V, -syllabic, -stress, +consonantal, -sonorant, -continuant, -delayed release, -approximant, -tap, -trill, -nasal, -spread gl, -constr gl, -round, -labiodental, -CORONAL, -lateral] [-C/V, +syllabic, -stress, -consonantal, +sonorant, +continuant, +approximant, -tap, -trill, -nasal, +voice, -spread gl, -constr gl, +LABIAL, +round, -labiodental, -CORONAL, -lateral, +DORSAL, -high, -low, -front, +back, -tense] __ [+C/V, -syllabic, -stress, +consonantal, -sonorant, -continuant, -delayed release, -approximant, -tap, -trill, -nasal, +voice, -spread gl, -constr gl, -LABIAL, -round, -labiodental, +CORONAL, +anterior, -distributed, -strident, -lateral, -DORSAL] [-begin/end]	ɹ -> ∅ / (k|ɡ|p|b) (ɔ) __ (d) (⋉)	687	2.0	2.0	0.7915953685536075
1256	ɹ -> ∅ / X [-C/V, +syllabic, -stress, -consonantal, +sonorant, +continuant, +approximant, -tap, -trill, -nasal, +voice, -spread gl, -constr gl, -LABIAL, -round, -labiodental, -CORONAL, -lateral, +DORSAL, -high, +low, -front, +back] __ [+C/V, -syllabic, -stress, +consonantal, +sonorant, -continuant, -approximant, -tap, -trill, +nasal, +voice, -spread gl, -constr gl, +LABIAL, -round, -labiodental, -CORONAL, -lateral, -DORSAL] X	ɹ -> ∅ / (ɑ) __ (m)	429	3.0	3.0	0.8478608772434439
1257	ɹ -> ∅ / X [+C/V, -syllabic, -stress, -sonorant, -approximant, -tap, -trill, -nasal, -constr gl, -round, -CORONAL, -lateral] [-C/V, +syllabic, -stress, -consonantal, +sonorant, +continuant, +approximant, -tap, -trill, -nasal, +voice, -spread gl, -constr gl, +LABIAL, +round, -labiodental, -CORONAL, -lateral, +DORSAL, -high, -low, -front, +back, -tense] __ [+C/V, -syllabic, -stress, +consonantal, -continuant, -approximant, -tap, -trill, -spread gl, -constr gl, -LABIAL, -round, -labiodental, -lateral] X	ɹ -> ∅ / (k|ɡ|v|p|f|b|h) (ɔ) __ (ŋ|n|k|ɡ|t|d|d͡ʒ|t͡ʃ)	505	4.0	4.0	0.8795102700976709
1258	ɹ -> ∅ / X [+C/V, -syllabic, -stress, -sonorant, -approximant, -tap, -trill, -nasal, -constr gl, -LABIAL, -round, -labiodental, -CORONAL, -lateral] [-C/V, +syllabic, -stress, -consonantal, +sonorant, +continuant, +approximant, -tap, -trill, -nasal, +voice, -spread gl, -constr gl, -LABIAL, -round, -labiodental, -CORONAL, -lateral, +DORSAL, -high, +low, -front, +back] __ [+C/V, -syllabic, -stress, +consonantal, -sonorant, -continuant, -delayed release, -approximant, -tap, -trill, -nasal, -spread gl, -constr gl, -LABIAL, -round, -labiodental, +CORONAL, +anterior, -distributed, -strident, -lateral, -DORSAL] X	ɹ -> ∅ / (k|ɡ|h) (ɑ) __ (t|d)	612	4.0	4.0	0.8795102700976709
1259	ɹ -> ∅ / X [+C/V, -syllabic, -stress, -sonorant, -approximant, -tap, -trill, -nasal, -voice, -constr gl, -round, -CORONAL, -lateral] [-C/V, +syllabic, -stress, -consonantal, +sonorant, +continuant, +approximant, -tap, -trill, -nasal, +voice, -spread gl, -constr gl, +LABIAL, +round, -labiodental, -CORONAL, -lateral, +DORSAL, -high, -low, -front, +back, -tense] __ [+C/V, -syllabic, -stress, +consonantal, -approximant, -tap, -trill, -spread gl, -constr gl, -LABIAL, -round, -labiodental, -lateral] X	ɹ -> ∅ / (k|p|f|h) (ɔ) __ (ŋ|n|k|ɡ|z|t|ʃ|s|d|θ|ð|d͡ʒ|t͡ʃ)	500	4.0	4.0	0.8795102700976709
1260	ɹ -> ∅ / X [-C/V, +syllabic, -stress, -consonantal, +sonorant, +continuant, +approximant, -tap, -trill, -nasal, +voice, -spread gl, -constr gl, -LABIAL, -round, -labiodental, -CORONAL, -lateral, +DORSAL, -high, +low, -front, +back] __ [+C/V, -syllabic, -stress, +consonantal, +sonorant, -continuant, -approximant, -tap, -trill, +nasal, +voice, -spread gl, -constr gl, +LABIAL, -round, -labiodental, -CORONAL, -lateral, -DORSAL] [-begin/end]	ɹ -> ∅ / (ɑ) __ (m) (⋉)	440	2.0	2.0	0.7915953685536075
1261	ɹ -> ∅ / X [+C/V, -syllabic, -stress, -sonorant, +continuant, +delayed release, -approximant, -tap, -trill, -nasal, -voice, -constr gl, -round, -CORONAL, -lateral, -DORSAL] [-C/V, +syllabic, -stress, -consonantal, +sonorant, +continuant, +approximant, -tap, -trill, -nasal, +voice, -spread gl, -constr gl, +LABIAL, +round, -labiodental, -CORONAL, -lateral, +DORSAL, -high, -low, -front, +back, -tense] __ [+C/V, -syllabic, -stress, +consonantal, -continuant, -approximant, -tap, -trill, -spread gl, -constr gl, -LABIAL, -round, -labiodental, -lateral] X	ɹ -> ∅ / (f|h) (ɔ) __ (ŋ|n|k|ɡ|t|d|d͡ʒ|t͡ʃ)	553	2.0	2.0	0.7915953685536075
1262	ɹ -> ∅ / X [-C/V, +syllabic, -stress, -consonantal, +sonorant, +continuant, +approximant, -tap, -trill, -nasal, +voice, -spread gl, -constr gl, -labiodental, -CORONAL, -lateral, +DORSAL, -high, -front, +back] __ [+C/V, -syllabic, -stress, +consonantal, -sonorant, -continuant, -approximant, -tap, -trill, -nasal, -spread gl, -constr gl, -LABIAL, -round, -labiodental, -lateral] X	ɹ -> ∅ / (ɑ|ɔ|o) __ (k|ɡ|t|d|d͡ʒ|t͡ʃ)	379	8.0	8.0	0.9338926245948401
1263	ɹ -> ∅ / X [-C/V, +syllabic, -stress, -consonantal, +sonorant, +continuant, +approximant, -tap, -trill, -nasal, +voice, -spread gl, -constr gl, -labiodental, -CORONAL, -lateral, +DORSAL, -high, -front, +back] __ [+C/V, -syllabic, -stress, +consonantal, -continuant, -approximant, -tap, -trill, -spread gl, -constr gl, -round, -labiodental, -CORONAL, -lateral] X	ɹ -> ∅ / (ɑ|ɔ|o) __ (ŋ|m|k|ɡ|p|b)	361	4.0	4.0	0.8795102700976709
1264	ɹ -> ∅ / X [+C/V, -syllabic, -stress, +consonantal, -sonorant, -continuant, -delayed release, -approximant, -tap, -trill, -nasal, -voice, -spread gl, -constr gl, -round, -labiodental, -CORONAL, -lateral] [-C/V, +syllabic, -stress, -consonantal, +sonorant, +continuant, +approximant, -tap, -trill, -nasal, +voice, -spread gl, -constr gl, -LABIAL, -round, -labiodental, -CORONAL, -lateral, +DORSAL, -high, +low, -front, +back] __ [+C/V, -syllabic, -stress, +consonantal, -sonorant, -approximant, -tap, -trill, -nasal, -spread gl, -constr gl, -LABIAL, -round, -labiodental, +CORONAL, +anterior, -distributed, -lateral, -DORSAL] X	ɹ -> ∅ / (k|p) (ɑ) __ (z|t|s|d)	626	3.0	3.0	0.8478608772434439
1265	ɹ -> ∅ / X [-C/V, +syllabic, -stress, -consonantal, +sonorant, +continuant, +approximant, -tap, -trill, -nasal, +voice, -spread gl, -constr gl, -LABIAL, -round, -labiodental, -CORONAL, -lateral, +DORSAL, -high, +low, -front, +back] __ [+C/V, -syllabic, -stress, +consonantal, -sonorant, -approximant, -tap, -trill, -nasal, -voice, -spread gl, -constr gl, -LABIAL, -round, -labiodental, +CORONAL, -lateral, -DORSAL] X	ɹ -> ∅ / (ɑ) __ (t|ʃ|s|θ|t͡ʃ)	416	4.0	4.0	0.8795102700976709
1266	ɹ -> ∅ / X [+C/V, -syllabic, -stress, -sonorant, -approximant, -tap, -trill, -nasal, -constr gl, -round, -labiodental, -CORONAL, -lateral, -DORSAL] [-C/V, +syllabic, -stress, -consonantal, +sonorant, +continuant, +approximant, -tap, -trill, -nasal, +voice, -spread gl, -constr gl, +LABIAL, +round, -labiodental, -CORONAL, -lateral, +DORSAL, -high, -low, -front, +back, -tense] __ [+C/V, -syllabic, -stress, +consonantal, -continuant, -approximant, -tap, -trill, +voice, -spread gl, -constr gl, -LABIAL, -round, -labiodental, +CORONAL, +anterior, -distributed, -strident, -lateral, -DORSAL] X	ɹ -> ∅ / (p|b|h) (ɔ) __ (n|d)	591	2.0	2.0	0.7915953685536075
1267	ɹ -> ∅ / X [+C/V, -syllabic, -stress, +consonantal, -sonorant, -approximant, -tap, -trill, -nasal, -spread gl, -constr gl, -round, -CORONAL, -lateral] [-C/V, +syllabic, -stress, -consonantal, +sonorant, +continuant, +approximant, -tap, -trill, -nasal, +voice, -spread gl, -constr gl, -LABIAL, -round, -labiodental, -CORONAL, -lateral, +DORSAL, -high, +low, -front, +back] __ [+C/V, -syllabic, -stress, +consonantal, -approximant, -tap, -trill, -spread gl, -constr gl, -round, -labiodental, -lateral, -DORSAL] X	ɹ -> ∅ / (k|ɡ|v|p|f|b) (ɑ) __ (n|m|z|t|ʃ|s|p|d|b|θ|ð|d͡ʒ|t͡ʃ)	510	5.0	5.0	0.900124790564984
1268	ɹ -> ∅ / X [-C/V, +syllabic, -stress, -consonantal, +sonorant, +continuant, +approximant, -tap, -trill, -nasal, +voice, -spread gl, -constr gl, -labiodental, -CORONAL, -lateral, +DORSAL, -high, -front, +back] __ [+C/V, -syllabic, -stress, +consonantal, -continuant, -approximant, -tap, -trill, -spread gl, -constr gl, -LABIAL, -round, -labiodental, +CORONAL, -lateral, -DORSAL] X	ɹ -> ∅ / (ɑ|ɔ|o) __ (n|t|d|d͡ʒ|t͡ʃ)	379	8.0	8.0	0.9338926245948401
1269	ɹ -> ∅ / X [+C/V, -syllabic, -stress, -sonorant, -approximant, -tap, -trill, -nasal, -voice, -constr gl, -round, -CORONAL, -lateral, -DORSAL] [-C/V, +syllabic, -stress, -consonantal, +sonorant, +continuant, +approximant, -tap, -trill, -nasal, +voice, -spread gl, -constr gl, -LABIAL, -round, -labiodental, -CORONAL, -lateral, +DORSAL, -high, +low, -front, +back] __ [+C/V, -syllabic, -stress, +consonantal, -approximant, -tap, -trill, -spread gl, -constr gl, -round, -labiodental, -lateral, -DORSAL] X	ɹ -> ∅ / (p|f|h) (ɑ) __ (n|m|z|t|ʃ|s|p|d|b|θ|ð|d͡ʒ|t͡ʃ)	501	3.0	3.0	0.8478608772434439
1270	ɹ -> ∅ / X [-C/V, +syllabic, -stress, -consonantal, +sonorant, +continuant, +approximant, -tap, -trill, -nasal, +voice, -spread gl, -constr gl, -labiodental, -CORONAL, -lateral, +DORSAL, -high, -front, +back] __ [+C/V, -syllabic, -stress, +consonantal, -approximant, -tap, -trill, -spread gl, -constr gl, -round, -labiodental, -lateral, -DORSAL] X	ɹ -> ∅ / (ɑ|ɔ|o) __ (n|m|z|t|ʃ|s|p|d|b|θ|ð|d͡ʒ|t͡ʃ)	347	13.0	13.0	0.9576797049216901
1271	ɹ -> ∅ / X [+C/V, -syllabic, -stress, -sonorant, -approximant, -tap, -trill, -nasal, -voice, -constr gl, -LABIAL, -round, -labiodental, -CORONAL, -lateral] [-C/V, +syllabic, -stress, -consonantal, +sonorant, +continuant, +approximant, -tap, -trill, -nasal, +voice, -spread gl, -constr gl, -LABIAL, -round, -labiodental, -CORONAL, -lateral, +DORSAL, -high, +low, -front, +back] __ [+C/V, -syllabic, -stress, +consonantal, -sonorant, -continuant, -delayed release, -approximant, -tap, -trill, -nasal, -spread gl, -constr gl, -LABIAL, -round, -labiodental, +CORONAL, +anterior, -distributed, -strident, -lateral, -DORSAL] X	ɹ -> ∅ / (k|h) (ɑ) __ (t|d)	620	3.0	3.0	0.8478608772434439
1272	ɹ -> ∅ / X [-C/V, +syllabic, -stress, -consonantal, +sonorant, +continuant, +approximant, -tap, -trill, -nasal, +voice, -spread gl, -constr gl, -labiodental, -CORONAL, -lateral, +DORSAL, -high, -front, +back] __ [+C/V, -syllabic, -stress, +consonantal, -continuant, -approximant, -tap, -trill, -spread gl, -constr gl, -LABIAL, -round, -labiodental, +CORONAL, +anterior, -distributed, -strident, -lateral, -DORSAL] X	ɹ -> ∅ / (ɑ|ɔ|o) __ (n|t|d)	415	7.0	7.0	0.9255078056777428
1273	ɹ -> ∅ / [+begin/end] [+C/V, -syllabic, -stress, +consonantal, -sonorant, +continuant, +delayed release, -approximant, -tap, -trill, -nasal, -voice, -spread gl, -constr gl, +LABIAL, -round, +labiodental, -CORONAL, -lateral, -DORSAL] [-C/V, +syllabic, -stress, -consonantal, +sonorant, +continuant, +approximant, -tap, -trill, -nasal, +voice, -spread gl, -constr gl, -LABIAL, -round, -labiodental, -CORONAL, -lateral, +DORSAL, -high, +low, -front, +back] __ [+C/V, -syllabic, -stress, +consonantal, +sonorant, -continuant, -approximant, -tap, -trill, +nasal, +voice, -spread gl, -constr gl, +LABIAL, -round, -labiodental, -CORONAL, -lateral, -DORSAL] [-begin/end]	ɹ -> ∅ / (⋊) (f) (ɑ) __ (m) (⋉)	662	1.0	1.0	0.0
1274	ɹ -> ∅ / X [-C/V, +syllabic, -stress, -consonantal, +sonorant, +continuant, +approximant, -tap, -trill, -nasal, +voice, -spread gl, -constr gl, -LABIAL, -round, -labiodental, -CORONAL, -lateral, +DORSAL, -high, +low, -front, +back] __ [+C/V, -syllabic, -stress, +consonantal, -continuant, -approximant, -tap, -trill, -spread gl, -constr gl, -round, -labiodental, -lateral, -DORSAL] X	ɹ -> ∅ / (ɑ) __ (n|m|t|p|d|b|d͡ʒ|t͡ʃ)	383	8.0	8.0	0.9338926245948401
1275	ɹ -> ∅ / X [-C/V, +syllabic, -stress, -consonantal, +sonorant, +continuant, +approximant, -tap, -trill, -nasal, +voice, -spread gl, -constr gl, -LABIAL, -round, -labiodental, -CORONAL, -lateral, +DORSAL, -high, +low, -front, +back] __ [+C/V, -syllabic, -stress, +consonantal, -continuant, -approximant, -tap, -trill, +voice, -spread gl, -constr gl, -round, -labiodental, -lateral, -DORSAL] X	ɹ -> ∅ / (ɑ) __ (n|m|d|b|d͡ʒ)	391	5.0	5.0	0.900124790564984
1276	ɹ -> ∅ / X [+C/V, -syllabic, -stress, +consonantal, -sonorant, -continuant, -delayed release, -approximant, -tap, -trill, -nasal, -spread gl, -constr gl, -round, -labiodental, -CORONAL, -lateral] [-C/V, +syllabic, -stress, -consonantal, +sonorant, +continuant, +approximant, -tap, -trill, -nasal, +voice, -spread gl, -constr gl, -LABIAL, -round, -labiodental, -CORONAL, -lateral, +DORSAL, -high, +low, -front, +back] __ [+C/V, -syllabic, -stress, +consonantal, -sonorant, -approximant, -tap, -trill, -nasal, -spread gl, -constr gl, -LABIAL, -round, -labiodental, +CORONAL, +anterior, -distributed, -lateral, -DORSAL] X	ɹ -> ∅ / (k|ɡ|p|b) (ɑ) __ (z|t|s|d)	618	4.0	4.0	0.8795102700976709
1277	ɹ -> ∅ / [+begin/end] [+C/V, -syllabic, -stress, +consonantal, -sonorant, -continuant, -delayed release, -approximant, -tap, -trill, -nasal, -voice, -spread gl, -constr gl, +LABIAL, -round, -labiodental, -CORONAL, -lateral, -DORSAL] [-C/V, +syllabic, -stress, -consonantal, +sonorant, +continuant, +approximant, -tap, -trill, -nasal, +voice, -spread gl, -constr gl, -LABIAL, -round, -labiodental, -CORONAL, -lateral, +DORSAL, -high, +low, -front, +back] __ [+C/V, -syllabic, -stress, +consonantal, -sonorant, +continuant, +delayed release, -approximant, -tap, -trill, -nasal, -voice, -spread gl, -constr gl, -LABIAL, -round, -labiodental, +CORONAL, +anterior, -distributed, +strident, -lateral, -DORSAL] [-C/V, +syllabic, -stress, -consonantal, +sonorant, +continuant, +approximant, -tap, -trill, -nasal, +voice, -spread gl, -constr gl, -LABIAL, -round, -labiodental, -CORONAL, -lateral, +DORSAL, -high, -low, -front, -back, -tense] [+C/V, -syllabic, -stress, +consonantal, +sonorant, +continuant, +approximant, -tap, -trill, -nasal, +voice, -spread gl, -constr gl, -LABIAL, -round, -labiodental, +CORONAL, +anterior, -distributed, -strident, +lateral, +DORSAL, -high, -low, -front, +back] [-begin/end]	ɹ -> ∅ / (⋊) (p) (ɑ) __ (s) (ə) (ɫ) (⋉)	1202	1.0	1.0	0.0
1278	ɹ -> ∅ / X [-C/V, +syllabic, -stress, -consonantal, +sonorant, +continuant, +approximant, -tap, -trill, -nasal, +voice, -spread gl, -constr gl, -labiodental, -CORONAL, -lateral, +DORSAL, -high, -front, +back] __ [+C/V, -syllabic, -stress, +consonantal, -approximant, -tap, -trill, -spread gl, -constr gl, -LABIAL, -round, -labiodental, +CORONAL, -lateral, -DORSAL] X	ɹ -> ∅ / (ɑ|ɔ|o) __ (n|z|t|ʃ|s|d|θ|ð|d͡ʒ|t͡ʃ)	366	10.0	10.0	0.9460315775665371
1279	ɹ -> ∅ / X [+C/V, -syllabic, -stress, -sonorant, -approximant, -tap, -trill, -nasal, -voice, -constr gl, -LABIAL, -round, -labiodental, -CORONAL, -lateral] [-C/V, +syllabic, -stress, -consonantal, +sonorant, +continuant, +approximant, -tap, -trill, -nasal, +voice, -spread gl, -constr gl, +LABIAL, +round, -labiodental, -CORONAL, -lateral, +DORSAL, -high, -low, -front, +back, -tense] __ [+C/V, -syllabic, -stress, +consonantal, -approximant, -tap, -trill, -spread gl, -constr gl, -LABIAL, -round, -labiodental, +CORONAL, +anterior, -distributed, -lateral, -DORSAL] X	ɹ -> ∅ / (k|h) (ɔ) __ (n|z|t|s|d)	567	3.0	3.0	0.8478608772434439
1280	ɹ -> ∅ / X [-C/V, +syllabic, -stress, -consonantal, +sonorant, +continuant, +approximant, -tap, -trill, -nasal, +voice, -spread gl, -constr gl, -LABIAL, -round, -labiodental, -CORONAL, -lateral, +DORSAL, -high, +low, -front, +back] __ [+C/V, -syllabic, -stress, +consonantal, -sonorant, -continuant, -approximant, -tap, -trill, -nasal, -spread gl, -constr gl, -LABIAL, -round, -labiodental, +CORONAL, -lateral, -DORSAL] X	ɹ -> ∅ / (ɑ) __ (t|d|d͡ʒ|t͡ʃ)	421	5.0	5.0	0.900124790564984
1281	ɹ -> ∅ / [+begin/end] [+C/V, -syllabic, -stress, +consonantal, -sonorant, +continuant, +delayed release, -approximant, -tap, -trill, -nasal, -voice, -spread gl, -constr gl, +LABIAL, -round, +labiodental, -CORONAL, -lateral, -DORSAL] [-C/V, +syllabic, -stress, -consonantal, +sonorant, +continuant, +approximant, -tap, -trill, -nasal, +voice, -spread gl, -constr gl, +LABIAL, +round, -labiodental, -CORONAL, -lateral, +DORSAL, -high, -low, -front, +back, -tense] __ [+C/V, -syllabic, -stress, +consonantal, -sonorant, -continuant, -delayed release, -approximant, -tap, -trill, -nasal, -voice, -spread gl, -constr gl, -LABIAL, -round, -labiodental, -CORONAL, -lateral, +DORSAL, +high, -low] [-begin/end]	ɹ -> ∅ / (⋊) (f) (ɔ) __ (k) (⋉)	701	1.0	1.0	0.0
1282	ɹ -> ∅ / X [+C/V, -syllabic, -stress, -sonorant, -approximant, -tap, -trill, -nasal, -voice, -constr gl, -round, -labiodental, -CORONAL, -lateral] [-C/V, +syllabic, -stress, -consonantal, +sonorant, +continuant, +approximant, -tap, -trill, -nasal, +voice, -spread gl, -constr gl, -LABIAL, -round, -labiodental, -CORONAL, -lateral, +DORSAL, -high, +low, -front, +back] __ [+C/V, -syllabic, -stress, +consonantal, -sonorant, -approximant, -tap, -trill, -nasal, -spread gl, -constr gl, -LABIAL, -round, -labiodental, +CORONAL, +anterior, -distributed, -lateral, -DORSAL] X	ɹ -> ∅ / (k|p|h) (ɑ) __ (z|t|s|d)	569	4.0	4.0	0.8795102700976709
1283	ɹ -> ∅ / [+begin/end] [-C/V, +syllabic, -stress, -consonantal, +sonorant, +continuant, +approximant, -tap, -trill, -nasal, +voice, -spread gl, -constr gl, -LABIAL, -round, -labiodental, -CORONAL, -lateral, +DORSAL, -high, +low, -front, +back] __ [+C/V, -syllabic, -stress, +consonantal, +sonorant, -continuant, -approximant, -tap, -trill, +nasal, +voice, -spread gl, -constr gl, +LABIAL, -round, -labiodental, -CORONAL, -lateral, -DORSAL] [-C/V, +syllabic, -stress, -consonantal, +sonorant, +continuant, +approximant, -tap, -trill, -nasal, +voice, -spread gl, -constr gl, -LABIAL, -round, -labiodental, -CORONAL, -lateral, +DORSAL, +high, -low, +front, -back, +tense] [-begin/end]	ɹ -> ∅ / (⋊) (ɑ) __ (m) (i) (⋉)	680	1.0	1.0	0.0
1284	ɹ -> ∅ / X [-C/V, +syllabic, -stress, -consonantal, +sonorant, +continuant, +approximant, -tap, -trill, -nasal, +voice, -spread gl, -constr gl, -labiodental, -CORONAL, -lateral, +DORSAL, -high, -front, +back] __ [+C/V, -syllabic, -stress, +consonantal, -sonorant, -approximant, -tap, -trill, -nasal, -voice, -spread gl, -constr gl, -LABIAL, -round, -labiodental, +CORONAL, +anterior, -distributed, -lateral, -DORSAL] X	ɹ -> ∅ / (ɑ|ɔ|o) __ (t|s)	418	4.0	4.0	0.8795102700976709
